entry_time,exit_time,direction,entry_price,exit_price,pnl,exit_reason,hold_candles,pattern
2025-02-03 15:35:00,2025-02-03 16:05:00,LONG,2815.263,2822.289,0.002495681575753418,Take Profit,6,inverted_hammer
2025-02-07 16:15:00,2025-02-07 16:50:00,LONG,2870.651,2863.182,-0.0026018488489196532,Timeout,7,hanging_man
2025-02-12 14:00:00,2025-02-12 14:25:00,SHORT,2884.445,2895.521,-0.003839906810495614,Stop Loss,5,shooting_star
2025-02-25 15:30:00,2025-02-25 15:55:00,LONG,2907.911,2905.866,-0.0007032539854211744,Take Profit,5,hanging_man
2025-02-27 14:55:00,2025-02-27 15:20:00,LONG,2872.25,2877.647,0.0018790147097223202,Take Profit,5,morning_star
2025-02-28 14:05:00,2025-02-28 14:40:00,LONG,2845.182,2838.804,-0.0022416843632497682,Timeout,7,hanging_man
2025-03-02 23:10:00,2025-03-02 23:25:00,SHORT,2872.843,2871.135,0.00059453301137571,Take Profit,3,bearish_engulfing
2025-03-05 13:50:00,2025-03-05 14:20:00,LONG,2896.825,2903.426,0.002278701682013968,Take Profit,6,inverted_hammer
2025-03-05 14:40:00,2025-03-05 15:15:00,SHORT,2914.591,2917.433,-0.0009750939325620982,Timeout,7,shooting_star
2025-03-14 10:40:00,2025-03-14 11:00:00,LONG,2990.187,2997.832,0.0025566962868877373,Take Profit,4,inverted_hammer
2025-03-21 13:50:00,2025-03-21 14:05:00,LONG,3011.339,2999.686,-0.0038697071302831705,Stop Loss,3,inverted_hammer
2025-04-01 06:00:00,2025-04-01 06:25:00,LONG,3131.758,3136.29,0.0014471105366379371,Take Profit,5,hanging_man
2025-04-01 16:00:00,2025-04-01 16:15:00,LONG,3114.454,3102.434,-0.0038594244769709174,Stop Loss,3,inverted_hammer
2025-04-02 10:45:00,2025-04-02 11:10:00,LONG,3116.263,3119.598,0.0010701920858412902,Take Profit,5,hanging_man
2025-04-03 14:50:00,2025-04-03 15:05:00,SHORT,3133.916,3118.545,0.004904726227505808,Take Profit,3,shooting_star
2025-04-04 12:55:00,2025-04-04 13:10:00,LONG,3071.138,3082.286,0.0036299248031186285,Take Profit,3,inverted_hammer
2025-04-04 14:15:00,2025-04-04 14:45:00,LONG,3047.719,3030.1,-0.005781044774797198,Stop Loss,6,hanging_man
2025-04-04 15:35:00,2025-04-04 16:10:00,LONG,3022.89,3022.475,-0.00013728584235614383,Take Profit,7,hanging_man
2025-04-06 22:30:00,2025-04-06 23:05:00,LONG,3013.048,3012.967,-2.6883076538998457e-05,Timeout,7,hanging_man
2025-04-07 00:00:00,2025-04-07 00:05:00,SHORT,2999.592,2988.011,0.003860858410077147,Take Profit,1,shooting_star
2025-04-07 01:25:00,2025-04-07 01:35:00,SHORT,3018.94,3048.947,-0.009939581442493082,Stop Loss,2,shooting_star
2025-04-07 02:35:00,2025-04-07 03:10:00,LONG,3034.298,3026.081,-0.0027080398827009225,Timeout,7,hanging_man
2025-04-07 13:45:00,2025-04-07 14:05:00,LONG,3007.028,3015.498,0.0028167346629297285,Take Profit,4,inverted_hammer
2025-04-09 06:25:00,2025-04-09 07:00:00,SHORT,3029.399,3041.933,-0.004137454326749334,Stop Loss,7,shooting_star
2025-04-09 11:30:00,2025-04-09 12:00:00,SHORT,3058.696,3069.454,-0.0035171851011019943,Stop Loss,6,shooting_star
2025-04-09 12:45:00,2025-04-09 13:05:00,LONG,3044.407,3055.843,0.0037563965658992684,Take Profit,4,inverted_hammer
2025-04-09 15:25:00,2025-04-09 16:00:00,SHORT,3084.45,3084.817,-0.00011898393554772787,Timeout,7,shooting_star
2025-04-09 18:15:00,2025-04-09 18:20:00,LONG,3052.394,3063.609,0.0036741652617585233,Take Profit,1,inverted_hammer
2025-04-09 19:20:00,2025-04-09 19:45:00,SHORT,3092.111,3088.729,0.0010937511622319063,Take Profit,5,shooting_star
2025-04-10 01:20:00,2025-04-10 01:40:00,LONG,3084.263,3088.083,0.001238545480719434,Take Profit,4,inverted_hammer
2025-04-10 05:45:00,2025-04-10 06:00:00,LONG,3114.683,3123.734,0.002905913699724797,Take Profit,3,hanging_man
2025-04-11 16:55:00,2025-04-11 17:25:00,LONG,3223.263,3227.346,0.0012667287776393314,Take Profit,6,inverted_hammer
2025-04-13 22:05:00,2025-04-13 22:30:00,LONG,3221.116,3220.511,-0.00018782310230367928,Take Profit,5,inverted_hammer
2025-04-14 01:45:00,2025-04-14 02:15:00,SHORT,3240.347,3237.304,0.0009390969547397608,Take Profit,6,shooting_star
2025-04-14 12:40:00,2025-04-14 13:15:00,LONG,3206.743,3199.0,-0.002414599486145269,Timeout,7,hanging_man
2025-04-16 11:50:00,2025-04-16 12:20:00,SHORT,3310.693,3305.25,0.001644066665196746,Take Profit,6,shooting_star
2025-04-16 22:15:00,2025-04-16 22:45:00,SHORT,3354.314,3352.142,0.0006475243522222504,Take Profit,6,shooting_star
2025-04-17 01:55:00,2025-04-17 02:10:00,LONG,3323.912,3335.128,0.0033743372267377564,Take Profit,3,inverted_hammer
2025-04-20 22:20:00,2025-04-20 22:55:00,SHORT,3346.72,3345.931,0.00023575321508813405,Timeout,7,shooting_star
2025-04-21 13:10:00,2025-04-21 13:30:00,SHORT,3420.693,3407.649,0.0038132624003382716,Take Profit,4,evening_star
2025-04-22 06:35:00,2025-04-22 07:10:00,LONG,3480.174,3462.079,-0.005199452671044551,Stop Loss,7,inverted_hammer
2025-04-22 16:20:00,2025-04-22 16:35:00,LONG,3397.868,3376.868,-0.006180346028745084,Stop Loss,3,hanging_man
2025-04-23 05:40:00,2025-04-23 06:00:00,LONG,3325.756,3310.179,-0.004683747093893771,Stop Loss,4,hanging_man
2025-04-23 12:10:00,2025-04-23 12:20:00,LONG,3317.842,3329.159,0.0034109520585971264,Take Profit,2,hanging_man
2025-04-24 02:40:00,2025-04-24 03:15:00,LONG,3341.699,3335.921,-0.0017290605766708035,Timeout,7,hanging_man
2025-04-24 03:35:00,2025-04-24 04:05:00,LONG,3324.227,3327.441,0.0009668413137851121,Take Profit,6,inverted_hammer
2025-04-24 07:10:00,2025-04-24 07:30:00,SHORT,3337.716,3327.75,0.002985874172637784,Take Profit,4,shooting_star
2025-04-24 22:40:00,2025-04-24 23:00:00,SHORT,3365.493,3359.53,0.00177180579487158,Take Profit,4,shooting_star
2025-04-25 04:00:00,2025-04-25 04:20:00,LONG,3324.331,3324.832,0.00015070701443380607,Take Profit,4,inverted_hammer
2025-04-25 13:35:00,2025-04-25 13:40:00,LONG,3268.831,3278.955,0.0030971316657238614,Take Profit,1,hanging_man
2025-04-25 19:50:00,2025-04-25 20:25:00,SHORT,3307.22,3308.66,-0.00043541100985119063,Timeout,7,shooting_star
2025-04-28 01:30:00,2025-04-28 02:00:00,LONG,3288.868,3275.686,-0.004008065997175864,Stop Loss,6,hanging_man
2025-04-28 14:45:00,2025-04-28 15:20:00,SHORT,3329.051,3330.726,-0.0005031463921700755,Timeout,7,shooting_star
2025-04-29 03:15:00,2025-04-29 03:50:00,LONG,3312.939,3312.466,-0.0001427735312965184,Timeout,7,hanging_man
2025-04-30 12:25:00,2025-04-30 12:45:00,SHORT,3289.763,3303.393,-0.004143155601178598,Stop Loss,4,shooting_star
2025-05-01 11:55:00,2025-05-01 12:20:00,LONG,3205.502,3214.957,0.002949616003983129,Take Profit,5,inverted_hammer
2025-05-01 12:45:00,2025-05-01 13:05:00,SHORT,3226.255,3221.629,0.0014338606216806184,Take Profit,4,shooting_star
2025-05-02 13:05:00,2025-05-02 13:20:00,LONG,3243.059,3256.424,0.004121109113340146,Take Profit,3,hanging_man
2025-05-06 01:15:00,2025-05-06 01:25:00,SHORT,3362.066,3357.372,0.0013961653340535136,Take Profit,2,shooting_star
2025-05-06 01:45:00,2025-05-06 02:20:00,SHORT,3377.766,3380.947,-0.0009417467047747061,Timeout,7,shooting_star
2025-05-06 22:35:00,2025-05-06 22:55:00,LONG,3396.026,3381.461,-0.0042888364223360054,Stop Loss,4,inverted_hammer
2025-05-07 03:30:00,2025-05-07 04:00:00,LONG,3375.438,3383.132,0.00227940788721344,Take Profit,6,inverted_hammer
2025-05-07 10:30:00,2025-05-07 11:00:00,SHORT,3390.096,3389.765,9.763735304254835e-05,Take Profit,6,evening_star
2025-05-08 02:05:00,2025-05-08 02:35:00,SHORT,3410.635,3406.571,0.0011915669662688343,Take Profit,6,shooting_star
2025-05-08 07:40:00,2025-05-08 08:05:00,SHORT,3346.711,3341.279,0.0016230860686805013,Take Profit,5,shooting_star
2025-05-09 01:50:00,2025-05-09 02:10:00,LONG,3291.572,3277.193,-0.004368429431286906,Stop Loss,4,hanging_man
2025-05-09 14:05:00,2025-05-09 14:20:00,LONG,3325.003,3331.918,0.0020796973717016084,Take Profit,3,inverted_hammer
2025-05-11 22:20:00,2025-05-11 22:30:00,LONG,3274.047,3279.008,0.001515250086513659,Take Profit,2,inverted_hammer
2025-05-12 01:20:00,2025-05-12 01:35:00,LONG,3264.065,3269.608,0.0016981892211092977,Take Profit,3,inverted_hammer
2025-05-12 07:30:00,2025-05-12 07:45:00,LONG,3231.132,3218.991,-0.003757506657109668,Stop Loss,3,inverted_hammer
2025-05-12 13:10:00,2025-05-12 13:30:00,SHORT,3241.486,3234.429,0.002177087915850875,Take Profit,4,shooting_star
2025-05-13 12:05:00,2025-05-13 12:40:00,LONG,3244.038,3247.255,0.0009916653257452898,Take Profit,7,inverted_hammer
2025-05-14 12:40:00,2025-05-14 12:50:00,LONG,3201.005,3186.401,-0.004562317147271019,Stop Loss,2,inverted_hammer
2025-05-14 13:10:00,2025-05-14 13:20:00,LONG,3179.424,3189.413,0.003141764042795183,Take Profit,2,hanging_man
2025-05-15 02:40:00,2025-05-15 03:15:00,LONG,3157.669,3148.684,-0.0028454534024939513,Timeout,7,hanging_man
2025-05-15 06:40:00,2025-05-15 07:15:00,SHORT,3147.858,3146.333,0.0004844564144888654,Take Profit,7,shooting_star
2025-05-20 14:30:00,2025-05-20 15:00:00,SHORT,3279.366,3277.665,0.0005186978214691565,Take Profit,6,shooting_star
2025-05-22 11:00:00,2025-05-22 11:20:00,LONG,3288.578,3294.62,0.001837268266101615,Take Profit,4,hanging_man
2025-05-28 23:35:00,2025-05-29 00:00:00,LONG,3258.984,3262.844,0.001184418211319886,Take Profit,5,hanging_man
2025-06-01 22:15:00,2025-06-01 22:50:00,SHORT,3307.045,3310.343,-0.000997264929869347,Timeout,7,shooting_star
2025-06-04 14:45:00,2025-06-04 15:00:00,SHORT,3382.603,3375.178,0.002195055109925753,Take Profit,3,shooting_star
2025-06-05 15:45:00,2025-06-05 16:10:00,LONG,3349.336,3350.291,0.0002851311424116249,Take Profit,5,hanging_man
2025-06-11 13:00:00,2025-06-11 13:10:00,LONG,3335.413,3341.518,0.0018303580396190871,Take Profit,2,hanging_man
2025-06-12 07:45:00,2025-06-12 07:55:00,LONG,3342.569,3346.168,0.0010767167409259644,Take Profit,2,inverted_hammer
2025-06-13 00:20:00,2025-06-13 00:40:00,SHORT,3410.504,3406.263,0.0012435112229746647,Take Profit,4,shooting_star
2025-06-13 01:20:00,2025-06-13 01:55:00,SHORT,3426.552,3427.655,-0.00032189793121483796,Take Profit,7,shooting_star
2025-06-17 03:10:00,2025-06-17 03:35:00,LONG,3384.854,3386.608,0.0005181907402801894,Take Profit,5,hanging_man
2025-06-19 06:10:00,2025-06-19 06:45:00,LONG,3355.656,3356.701,0.000311414519247525,Take Profit,7,inverted_hammer
2025-06-20 13:40:00,2025-06-20 14:15:00,SHORT,3364.113,3369.221,-0.0015183794361248195,Timeout,7,shooting_star
2025-06-23 12:25:00,2025-06-23 13:00:00,LONG,3362.438,3362.503,1.933121146027215e-05,Take Profit,7,morning_star
2025-06-23 13:45:00,2025-06-23 14:05:00,SHORT,3380.907,3372.926,0.002360609150148236,Take Profit,4,shooting_star
2025-06-26 13:00:00,2025-06-26 13:35:00,LONG,3322.617,3311.295,-0.003407554948403658,Timeout,7,inverted_hammer
2025-06-27 14:00:00,2025-06-27 14:15:00,SHORT,3273.789,3265.947,0.0023953895623695046,Take Profit,3,bearish_engulfing
